STRUCTURE_NUMBER_008,COUNTY_CODE_003,FACILITY_CARRIED_007,FEATURES_DESC_006A,LOCATION_009,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,YEAR_BUILT_027,ADT_029,MODEL_DETERIORATION_RISK_SCORE,RISK_RANK,RISK_PERCENTILE,RISK_GROUP
000000000014697,43,T-373,BEAVER CREEK,.8NW HUMMELSTWN/BEAVER CR,8.0,5.0,6.0,1981.0,400.0,0.698559,1159,94.5,High
000000000008713,21,T530 MOSS CREEK RD,LONG RUN,.25 MI.N.OF MARSTELLER,7.0,8.0,8.0,1937.0,336.0,0.698406,1160,94.5,High
000000000026013,85,"SR 3022,RUTLEDGE R",OVER SHENANGO RIVER,JEFFERSON TOWNSHIP,7.0,6.0,8.0,1967.0,281.0,0.698377,1161,94.5,High
000000000055793,79,SR 1061,HARVEY'S CREEK,LEHMAN TWP .5M E SR 1059,8.0,8.0,7.0,2018.0,444.0,0.698206,1162,94.5,High
000000000048655,1,SR 3008,MARSH CREEK,0.5 MI N OF GREENMOUNT,8.0,8.0,8.0,2013.0,215.0,0.697819,1163,94.5,High
000000000018768,61,T504 MILL CRK HOLL,MILL CREEK,2.6 MILE NORTH OF TR 655,7.0,5.0,7.0,1937.0,147.0,0.697685,1164,94.5,High
000000000020958,69,PA TPK (I-476),"SR 4019, LR35020",SOUTH ABINGTON,8.0,8.0,8.0,1957.0,6895.0,0.697645,1165,94.5,High
000000000017143,51,LAUREL LANE,POPLAR RUN,AT SR 1009 INTERSECT,7.0,4.0,4.0,1950.0,30.0,0.69742,1166,94.4,High
000000000024326,79,SR 4018,PINE CREEK,HUNTINGTN TP .1M E SR4035,7.0,8.0,2.0,1952.0,154.0,0.697383,1167,94.4,High
000000000069185,133,T-500 BAKER ROAD,LITTLE CONEWAGO CREEK,Dover & West Manchester,8.0,8.0,8.0,2022.0,3188.0,0.697314,1168,94.4,High
000000000041304,91,RAMP I,RAMP D / 3366-H7,.3MI.S.GULPH RD   3366H07,8.0,7.0,7.0,2003.0,14247.0,0.697166,1169,94.4,High
000000000068984,71,CLOVERLEAF RD,Little Chiques Creek,1 MI NE OF SR 4014,8.0,8.0,8.0,2022.0,439.0,0.697077,1170,94.4,High
000000000069366,85,Kelly Road,Shenango River,2500-ft E of North Walnut,8.0,8.0,8.0,2022.0,444.0,0.696959,1171,94.4,High
000000000022763,75,SR 2014 FURNACE RD,MILL CREEK,SHERIDAN,8.0,6.0,7.0,1928.0,192.0,0.696904,1172,94.4,High
000000000069453,115,SR 3029,E BRANCH WYALUSING CREEK,JESSUP TWP 810' N TR 706,8.0,8.0,8.0,2022.0,240.0,0.696786,1173,94.4,High
000000000053323,85,N. Race Street,Little Shenango,500-ft N of Shenango St,8.0,8.0,8.0,2016.0,1756.0,0.696763,1174,94.4,High
000000000054026,125,LONE PINE RD,LITTLE TENMILE CREEK,AMWELL TOWNSHIP,9.0,8.0,8.0,2017.0,1526.0,0.696589,1175,94.4,High
000000000047831,123,REYNOLDS RUN ROAD,REYNOLDS RUN,ELK TOWNSHIP,8.0,8.0,8.0,2012.0,70.0,0.696525,1176,94.4,High
000000000026305,85,Hemlock Road,East Branch Wolf Creek,3/4-mi S of E Gilmore Rd,6.0,5.0,7.0,1961.0,17.0,0.69646,1177,94.4,High
000000000056727,101,I-95,SHACKAMAXON STREET,NR.FRANKFORD AVE. 3590J06,8.0,7.0,8.0,2019.0,147295.0,0.696407,1178,94.4,High
000000000026238,85,Pierson Road,Morrison Run,100ft S of Petersburg Rd,8.0,8.0,6.0,1962.0,22.0,0.696299,1179,94.4,High
000000000033766,121,"SR 428,DEMPSEYTOWN",OVER SUGAR CREEK,OAKLAND TOWNSHIP,8.0,8.0,7.0,1938.0,623.0,0.696153,1180,94.4,High
000000000038938,101,CHESTNUT STREET,SCHUYLKILL RIVER,1MI.W.CITY HALL  3590A08,8.0,7.0,7.0,1912.0,8914.0,0.696138,1181,94.4,High
000000000039232,101,Fountain Street,Manayunk Canal,MANAYUNK CANAL   3479-C5,8.0,7.0,6.0,1885.0,200.0,0.695964,1182,94.4,High
000000000005682,13,SR 1003,BRUSH RUN,HOLLIDAYSBURG,7.0,6.0,6.0,1934.0,2012.0,0.695913,1183,94.4,High
000000000037250,131,SR 2012,TRIB S BR TUNKHANNOCK CK,CLINTON TWP .2M W SR 2014,8.0,8.0,6.0,1930.0,301.0,0.695809,1184,94.4,High
000000000054037,125,OAK RIDGE RD,BRUSH RUN,HOPEWELL AND BLAINE TWP.,9.0,8.0,8.0,2017.0,59.0,0.695708,1185,94.4,High
000000000002421,3,LOWRIE ST,RIALTO STREET,050 Lowrie St Bridge,8.0,8.0,4.0,1900.0,1650.0,0.695669,1186,94.4,High
000000000052399,123,T-526,S. BR. TIONESTA CREEK,SHEFFIELD TWP.,8.0,8.0,8.0,2014.0,315.0,0.695595,1187,94.3,High
000000000027422,91,POTTSTOWN EX (EB),LEWIS ROAD,LIMERICK INT. 18K3/3140C6,7.0,7.0,7.0,1976.0,28247.0,0.695488,1188,94.3,High
000000000053967,99,Back Hollow Rd,SHAEFFER RUN,4 MI SW OF BLAIN,9.0,9.0,8.0,2017.0,108.0,0.695468,1189,94.3,High
000000000054302,119,TWP-,BUFFALO CREEK,"N. 3RD STR, MIFFLINBURG",9.0,9.0,8.0,2017.0,237.0,0.695339,1190,94.3,High
000000000067935,111,SR 1015,RAYSTOWN BR JUNIATA RIV,25 FEET EAST OF SR 1017,8.0,8.0,8.0,2022.0,260.0,0.695287,1191,94.3,High
000000000047887,71,Eshelman Road,Mill Creek,1/2 mile South of SR 2039,8.0,8.0,8.0,2013.0,800.0,0.694951,1192,94.3,High
000000000032730,115,T604 (CREAMERY RD),ELK LAKE STREAM,.5 MILES SOUTH OF RUSH,4.0,4.0,6.0,1920.0,75.0,0.694894,1193,94.3,High
000000000026293,85,Wise Road,Big Run,1500ft E of Maysville Rd,5.0,4.0,7.0,1968.0,139.0,0.694885,1194,94.3,High
000000000068022,103,SR 0084 I-84 WB,SR 0507 TR 507,GREENE TWP OVER TR 507,8.0,8.0,7.0,2021.0,7331.0,0.694883,1195,94.3,High
000000000048760,15,T-730 (CO BR #26),SPAULDING CREEK,2.9 MI NORTH OF ULSTER,9.0,9.0,8.0,2014.0,50.0,0.694865,1196,94.3,High
000000000018857,61,SR 3027,GREAT TROUGH CREEK,0.5 MILE NORTH OF TODD,7.0,8.0,8.0,1938.0,175.0,0.694813,1197,94.3,High
000000000016206,49,"SR 1005,BARTON RD.",OVER LEBOUEF CREEK,GREENE TOWNSHIP,8.0,6.0,7.0,1964.0,840.0,0.69479,1198,94.3,High
000000000039966,69,SR 8024 RAMP,TIGUE STREET,DUNMORE BORO OVR TIGUE ST,8.0,7.0,7.0,1997.0,1840.0,0.694755,1199,94.3,High
000000000026308,85,Sopher Road,Wolf Creek Branch,300ft S of East Gilmore,8.0,8.0,8.0,1985.0,34.0,0.694738,1200,94.3,High
000000000069359,101,RAMP BD S.B.(OFF),ABANDONED LUZERNE ST.,BRI RAMP BD S.B. 3591G01,8.0,8.0,8.0,2023.0,10471.0,0.69473,1201,94.3,High
000000000023751,79,I-81 SB,TWP RD 351 SUNSET DRIVE,I-81 SB OVER TWP RD 351,8.0,8.0,7.0,1963.0,30710.0,0.694574,1202,94.3,High
000000000053421,9,HYNDMAN RD (SR 96),WOLF CAMP RUN,MADLEY,9.0,8.0,8.0,2016.0,1345.0,0.694459,1203,94.3,High
091903000001030,83,FR 602,WILLOW CREEK,WILLOW BAY REC AREA,7.0,7.0,8.0,1965.0,75.0,0.694438,1204,94.3,High
000000000053404,61,PA 994,SUGAR CREEK,231 FEET WEST OF SR 3025,8.0,8.0,8.0,2016.0,359.0,0.694346,1205,94.3,High
000000000056630,103,SR 0084 I-84 WB,SR 0739 TR 739,BLMG GROVE TWP OVR TR 739,8.0,7.0,7.0,2019.0,6868.0,0.694162,1206,94.3,High
000000000067428,61,T409 TUSCAR CRK RD,TUSCARORA CREEK,1.8 MILE S. OF SR 2015,8.0,8.0,7.0,2021.0,58.0,0.694112,1207,94.3,High
000000000056737,133,PA 74; SR 0074,LITTLE CONEWAGO CREEK,SHILOH,7.0,8.0,8.0,2019.0,18023.0,0.694061,1208,94.2,High
000000000018649,61,PA 305,E.BR.STANDING.STONE CR.,1.6 MILE EAST OF SR 1019,7.0,8.0,6.0,1932.0,1115.0,0.693877,1209,94.2,High
000000000053387,75,Greble Road,Earlakill Run,2.5 MI W. Of Greble,8.0,8.0,8.0,2016.0,473.0,0.693877,1210,94.2,High
000000000021373,71,SR 1005 Mt Sidney,AMTRAK,0.1 MI. N of Smoketown,8.0,5.0,6.0,1970.0,6574.0,0.693762,1211,94.2,High
000000000040025,69,SR8024 RAMP TO I84,SR0084 EXIT 1 RAMP,DUNMORE BORO OVER EXIT 1,8.0,7.0,7.0,1997.0,1840.0,0.693586,1212,94.2,High
000000000018937,61,"T313,WALNUT GROVE",SIDELING HILL CREEK,1 MI.NW.OF MADDENSVILLE,8.0,7.0,6.0,1946.0,100.0,0.693542,1213,94.2,High
000000000053830,59,ROLLING MEADOWS RD,LAUREL RUN,FRANKLIN TOWNSHIP,9.0,8.0,8.0,2017.0,3942.0,0.693515,1214,94.2,High
000000000037948,133,SR 4002,TRIB TO BEAVER CREEK,2 MILE W. FARMERS,8.0,8.0,6.0,1938.0,1536.0,0.69345,1215,94.2,High
000000000026661,87,HAVICE VALLEY ROAD,PANTHER RUN,2000' S OF POE VALLEY RD,8.0,8.0,7.0,1997.0,35.0,0.693433,1216,94.2,High
000000000018694,61,PA 655,NORTH SPRING CREEK,1.2 MILE NORTH OF TR 829,7.0,6.0,6.0,1929.0,792.0,0.69311,1217,94.2,High
000000000029519,99,PA 74; SR 0074,BIG BUFFALO CREEK,4 MI S OF ICKESBURG,8.0,6.0,5.0,1933.0,2310.0,0.693107,1218,94.2,High
000000000054700,101,RAMP EE,"I-95, RAMPS X,Y, & C",(BRI) RAMP EE 3591G01,8.0,8.0,8.0,2017.0,9523.0,0.69309,1219,94.2,High
000000000023475,77,YEAKELS MILL ROAD,PERKIOMEN CREEK,NORTH OF RTE. 29,8.0,7.0,6.0,1960.0,100.0,0.692999,1220,94.2,High
000000000025587,83,T-406 BEMIS ROAD,SKINNER CREEK,100' SOUTH OF SKINNER RD,6.0,5.0,6.0,1970.0,25.0,0.692874,1221,94.2,High
000000000022677,75,US 322; SR 0322,SR 0117; LVRT,1 MI.S.W. CORNWALL,8.0,6.0,6.0,1963.0,23548.0,0.692716,1222,94.2,High
000000000035891,127,CEMETERY ROAD,SHADIGEE CREEK,1200 FT SE OF STARRUCCA,7.0,6.0,5.0,1978.0,40.0,0.692612,1223,94.2,High
000000000002330,3,SCOTT RD,MONTOUR RUN,MT06   MONTOUR RUN NO. 6,8.0,8.0,8.0,1889.0,650.0,0.692576,1224,94.2,High
000000000068340,91,MOYER ROAD,EAST BR. PERKIOMEN CREEK,0.55 MI NE OF SR 63,8.0,8.0,7.0,2021.0,1090.0,0.692545,1225,94.2,High
000000000006652,15,T-851   (CO.BR#50),TRIB. TO SOUTH CREEK,1.5 MI. SW OF GILLETT,9.0,7.0,5.0,1961.0,222.0,0.692525,1226,94.2,High
000000000052783,61,PA 913,SHOUP RUN,91 FEET WEST FROM SR 3013,8.0,8.0,7.0,2015.0,1766.0,0.692443,1227,94.2,High
000000000068109,133,TWIN ARCH ROAD,SOUTH BRANCH CODORUS CR.,2.3E NEWSALEM/S.BR.CODORU,8.0,8.0,8.0,2021.0,365.0,0.692373,1228,94.2,High
000000000029964,103,SR 2001,DINGMANS CREEK,DELAWARE TWP .4M S SR2004,8.0,8.0,6.0,1939.0,1405.0,0.692336,1229,94.1,High
000000000008596,21,SR 2009,NORFOLK SOUTHERN,SUMMERHILL BORO.,7.0,6.0,7.0,1984.0,2299.0,0.692305,1230,94.1,High
000000000035425,127,SR 0006 TR 6,LACKAWAXEN RIVER,HONESDALE BORO JCT TR 191,7.0,8.0,7.0,1943.0,14423.0,0.692244,1231,94.1,High
000000000032161,115,SR 0011 TR 11,TROWBRIDGE CREEK,GREAT BND TP .1M N SR1029,8.0,7.0,7.0,1992.0,2086.0,0.692006,1232,94.1,High
000000000022738,75,SR 1011,I-78; SR 0078,2 MI.E. OF EXIT #1,8.0,5.0,6.0,1969.0,584.0,0.691992,1233,94.1,High
000000000044229,13,US 22,BLAIR GAP RUN,0.56 MILE E. FROM SR 3012,8.0,8.0,7.0,2007.0,16252.0,0.691967,1234,94.1,High
000000000027438,91,P-TOWN X-WAY (WB),COLLEGEVILLE ROAD,COLLEGEVILLE 19K13/3253D5,7.0,6.0,7.0,1976.0,33727.0,0.691896,1235,94.1,High
000000000054086,9,Cypher Rd,PIPERS RUN,2 MI EAST OF SR 26,9.0,8.0,8.0,2018.0,703.0,0.691888,1236,94.1,High
000000000025913,85,"SR 1008,DISTRICT R",OVER OTTER CREEK,DELEWARE TOWNSHIP,8.0,7.0,5.0,1974.0,913.0,0.691766,1237,94.1,High
000000000053276,127,BR#29 WANGUM T-367,MIDDLE CREEK,PAUPACK TWP 1.4M E SR3031,7.0,8.0,8.0,2016.0,65.0,0.691656,1238,94.1,High
000000000037715,133,SR 2019 yorkanna r,KREUTZ CREEK,BORO OF HALLAM,7.0,8.0,7.0,1939.0,1144.0,0.691596,1239,94.1,High
000000000029323,97,T-630 (RIVER ROAD),DELAWARE RUN,"DELAWARE TOWNSHIP,DEWART",7.0,4.0,6.0,1973.0,150.0,0.691558,1240,94.1,High
000000000046212,53,"SR 2005, Loleta Rd",MILLSTONE CREEK W BR,JENKS TWP,8.0,8.0,8.0,2010.0,198.0,0.691483,1241,94.1,High
000000000044008,123,AKLEY ROAD,OVER WOLCOTT RUN,PINE GROVE TWP,8.0,7.0,8.0,2006.0,678.0,0.691413,1242,94.1,High
000000000068034,103,SR 0084 I-84 EB,T-390 (SHINY MT RD),PALMYRA TWP .6 M W TR 390,8.0,8.0,7.0,2021.0,7355.0,0.691315,1243,94.1,High
000000000014347,43,PA 283; SR 0300,Turnpike Industrial Dr.,1 mi. North of Highspire,8.0,7.0,7.0,1971.0,60061.0,0.691309,1244,94.1,High
000000000068582,41,PA 74; SR 0074,Letort Spring Run,CARLISLE BORO,8.0,8.0,8.0,2021.0,16093.0,0.691282,1245,94.1,High
000000000053948,91,GROSSTOWN ROAD,Manatawny Creek,NW POTTSTOWN     11B6/302,9.0,8.0,8.0,2017.0,2764.0,0.691219,1246,94.1,High
000000000005653,13,PA 764/BUS US 220,SMALL RUN,2 MI.N.OF GREENWOOD,7.0,8.0,8.0,1993.0,9538.0,0.691096,1247,94.1,High
000000000068135,109,T-520,SR 15,CSVT over Sunbury Road,9.0,9.0,8.0,2021.0,65.0,0.69091,1248,94.1,High
000000000026077,85,E. Cornell Road,Otter Creek,3/4-mi East of Rt 19,7.0,7.0,8.0,1985.0,489.0,0.690823,1249,94.1,High
000000000035870,127,STERLING SHORE RD.,TRIB TO WALLENPAUPACK CK,250' S OF LEDGEDALE ROAD,7.0,4.0,4.0,1970.0,100.0,0.69075,1250,94.0,High
000000000054623,101,RAMP A N.B. ON,GIRARD AVENUE,GIRARD AVE. INTC. 3591A05,8.0,8.0,8.0,2017.0,14858.0,0.690658,1251,94.0,High
000000000067987,101,ARAMINGO AVENUE,FRANKFORD CREEK,.5.MI.TACONY STR. 3591G01,8.0,8.0,8.0,2021.0,23973.0,0.690652,1252,94.0,High
000000000018859,61,SR 3029,SMITH RUN,3.0 MILE SOUTH OF TR 655,7.0,8.0,8.0,1938.0,267.0,0.690618,1253,94.0,High
000000000008693,21,SR 4007,CALIFORNIA RUN,1.5 M.NW.OF COLVER,7.0,5.0,7.0,1937.0,583.0,0.690494,1254,94.0,High
000000000026196,85,Crystal Spring,Little Sandy Creek,2000ft S of Georgetown Rd,5.0,4.0,7.0,1965.0,21.0,0.690489,1255,94.0,High
000000000035873,127,PENN YORK ROAD,BALLS CREEK,0.2 MI N SR 4014,5.0,4.0,6.0,1929.0,185.0,0.69031,1256,94.0,High
000000000039557,69,SR 0006 TR 6 WB,E LACKAWANNA AVE EXIT 2,OLYPHANT BORO OV LACK AVE,8.0,8.0,7.0,1996.0,15056.0,0.690182,1257,94.0,High
000000000052722,95,Sycamore Drive,Indian Creek,0.5 mi north of SR 248,8.0,8.0,8.0,2015.0,100.0,0.690079,1258,94.0,High
000000000007516,17,WEST ROCK ROAD,THREEMILE RUN,0.9 M W SR563 ADC 2808-E6,8.0,8.0,7.0,1979.0,250.0,0.690051,1259,94.0,High
000000000013500,39,T-847 (TOBIN ROAD),OVER BOLE'S RUN,.5 MI S SR 1006,8.0,6.0,6.0,1972.0,250.0,0.690037,1260,94.0,High
000000000069424,13,SR 4027,HUTCHINSON RUN,1.2 MILES SOUTH OF SR 453,7.0,8.0,8.0,2022.0,6262.0,0.690037,1261,94.0,High
000000000026176,85,Hutchison Road,Little Shenango Branch,3/4mi East of Canon Rd,6.0,1.0,2.0,1965.0,24.0,0.690018,1262,94.0,High
000000000043587,133,POWDER MILL RD,I-83; SR 0083,SOUTH SIDE YORK CITY,8.0,8.0,7.0,2006.0,3494.0,0.6899,1263,94.0,High
000000000026189,85,Vogan Road,Small Creek,1000ft East of Klein Rd,8.0,8.0,8.0,1987.0,41.0,0.68986,1264,94.0,High
000000000000178,1,SR 1007,BERMUDIAN CREEK,1 MI S OF BERMUDIAN,8.0,7.0,6.0,1947.0,862.0,0.689828,1265,94.0,High
000000000016441,49,T-690 MALBETT PL,TWELVE MILE CREEK,AT SR 1006 INTERSECT,7.0,8.0,5.0,1960.0,35.0,0.689818,1266,94.0,High
000000000056157,97,SR 147,T-568 & CHILLISQUAQUE CR,VILLAGE OF CHILLISQUAQUE,9.0,9.0,9.0,2019.0,327.0,0.689732,1267,94.0,High
000000000033612,119,T-514   CTY BR # 9,WHITE DEER CREEK,1.5 MI. W. OF WHITE DEER,8.0,9.0,7.0,1915.0,163.0,0.689726,1268,94.0,High
000000000055084,3,"SR 400, LR228",PA Turnpike - I-76,Milepost 53.66,8.0,8.0,8.0,2018.0,7708.0,0.689716,1269,94.0,High
000000000048316,103,SR 0402 TR 402,SR 0084 I-84 WB,BLOOMING GRV OV I-84 WB,8.0,8.0,7.0,2013.0,3667.0,0.689683,1270,94.0,High
000000000070201,15,T-465 (Kelly Road),Tomjack Creek,Bridge over Tomjack Creek,8.0,9.0,8.0,2023.0,50.0,0.689677,1271,93.9,High
000000000008496,21,PA 240,PEG'S RUN,0.3 MILE WEST OF TR 219,7.0,7.0,5.0,1938.0,1132.0,0.689658,1272,93.9,High
000000000041370,61,US 22,TWP RD T-482(GOODMAN RD),"1 MI SW PA 453,WATER ST",7.0,8.0,8.0,2001.0,4055.0,0.689538,1273,93.9,High
000000000037276,131,SR 3001,ROARING RUN,WINDHAM TP 1.5M N SR 4004,8.0,8.0,7.0,1953.0,468.0,0.689401,1274,93.9,High
000000000014656,43,T515 CAMP KIWANIS,MANADA CREEK,3SW GRNTVL/MNDA C/E HNVR,8.0,8.0,7.0,1973.0,150.0,0.68926,1275,93.9,High
000000000057179,113,BIG HOLLOW ROAD,MILL CREEK,1000' S MILL CREEK ROAD,9.0,9.0,9.0,2019.0,10.0,0.689238,1276,93.9,High
000000000018666,61,US 522,CRAIG RUN,1.3 MILE NORTH OF TR 641,7.0,7.0,7.0,1968.0,6032.0,0.68909,1277,93.9,High
000000000029376,97,T-454,SCHWABEN CREEK,3 MI E OF REBUCK,7.0,6.0,6.0,1897.0,40.0,0.689086,1278,93.9,High
000000000053696,61,PA 913,SHOUPS RUN,1.6 MILE EAST OF SR 3013,8.0,8.0,7.0,2016.0,1766.0,0.688933,1279,93.9,High
000000000054627,79,SR 0081 I-81 SB,SR 0315 TR 315,JENKINS TWP OVER TR 315,8.0,8.0,7.0,2017.0,30710.0,0.688879,1280,93.9,High
000000000054527,79,SR 0081 1-81 NB,SR 0315 TR 315,JENKIS TWP OVER TR 315,8.0,7.0,7.0,2017.0,31050.0,0.688817,1281,93.9,High
000000000046499,111,T580 SHAFFER RUN R,SHAFFERS RUN,1.3 MILE N OF FAIRHOPE,8.0,8.0,8.0,2011.0,12.0,0.688763,1282,93.9,High
000000000053849,65,MIll St (SR 2003),MAHONING CREEK,FOXBURG,9.0,8.0,8.0,2018.0,1489.0,0.688606,1283,93.9,High
000000000048222,27,T-395 PEACE RD,WALLACE RUN,160 FT WEST OF SR 144,8.0,8.0,8.0,2013.0,25.0,0.688575,1284,93.9,High
000000000031843,111,"T-676, GLESSNER RD",BENS CREEK,BENS CREEK,8.0,5.0,6.0,1957.0,100.0,0.688564,1285,93.9,High
000000000009881,27,MAIN PARK ROAD,BIG POE CREEK,POE VALLEY STATE PARK,8.0,8.0,7.0,1933.0,90.0,0.688546,1286,93.9,High
000000000018888,61,SR 4015,WARRIORS MARK RUN,1.25 M.W.FRANKLINVILLE,6.0,7.0,7.0,1962.0,80.0,0.688329,1287,93.9,High
000000000053824,59,JEFFERSON RD,GRIMES RUN,FRANKLIN TOWNSHIP,9.0,8.0,8.0,2017.0,4499.0,0.688318,1288,93.9,High
000000000018912,61,"T-573, WILSON ROAD",THREE SPRINGS CREEK,2 MI.SW.OF ROCKHILL,6.0,5.0,4.0,1940.0,25.0,0.688273,1289,93.9,High
000000000047853,133,PA 116; YORK  RD.,CODORUS CREEK,WEST END OF SPRING GROVE,7.0,7.0,8.0,2013.0,11492.0,0.688222,1290,93.9,High
000000000042750,13,SR 3010,POPLAR RUN,PUZZLETOWN,8.0,8.0,7.0,2005.0,501.0,0.688186,1291,93.9,High
000000000054304,75,PA 443; CLEMENT AV,Indiantown Run,INDIANTOWN GAP M.R.,8.0,8.0,8.0,2017.0,2135.0,0.688158,1292,93.8,High
000000000032714,115,E. MTN. RD. (T609),E. BR. LACKAWANNA RIVER,UNION DALE .3 MI E OF 171,7.0,5.0,7.0,1920.0,75.0,0.688013,1293,93.8,High
000000000026627,87,"T-737, Alfarata Rd",Jacks Creek,800' N OF SR 2004,6.0,4.0,5.0,1935.0,390.0,0.687903,1294,93.8,High
000000000026152,85,S. Cottage Road,Yellow Creek,1-mi South of Rt 62,7.0,7.0,8.0,1981.0,228.0,0.687666,1295,93.8,High
000000000047636,27,SR 1002,MARSH CREEK,2 MI NW BLANCHARD,7.0,9.0,7.0,2012.0,489.0,0.68733,1296,93.8,High
000000000039908,125,CREEDMORE ROAD,TRIBUTARY OF MILLERS RUN,"NE OF CECIL, N OF PA 50",8.0,8.0,5.0,1935.0,50.0,0.687286,1297,93.8,High
000000000069346,61,PA 829,NORTH SPRING CREEK,285 FEET NORTH OF SR 655,8.0,8.0,7.0,2022.0,483.0,0.687228,1298,93.8,High
000000000055922,101,RAMP I,"I-95; RAMPS EE, C, X, Y",BETSY ROSS INTC. 3591G01,8.0,8.0,8.0,2018.0,0.0,0.687219,1299,93.8,High
000000000035642,127,SR 1031 GALILEE RD,BEAVER DAM CREEK,DAMASCUS TWP 1.3M N TR371,8.0,8.0,6.0,1940.0,276.0,0.687165,1300,93.8,High
000000000069022,9,"T317,MOUNTAIN ROAD",FIFTEENMILE CREEK,.1 MI.E.OF ARTEMAS,8.0,8.0,8.0,2024.0,42.0,0.687102,1301,93.8,High
000000000048672,127,SR 4006,DYBERRY CREEK,DYBERRY TWP JCT TR 191,8.0,8.0,7.0,2014.0,278.0,0.686923,1302,93.8,High
000000000023633,79,SR 0029 TR 29,SLUICEWAY WATER COMPANY,PLYMOUTH TWP .2M S SR4001,7.0,6.0,6.0,1932.0,1669.0,0.686819,1303,93.8,High
000000000026245,85,Scofield Road,Sandy Creek,1500ft East of Larimer Rd,6.0,4.0,6.0,1969.0,27.0,0.686625,1304,93.8,High
000000000047028,91,SUMNEYTOWN PIKE,TRIB. TO SKIPPACK CREEK,MAINLAND 15J10/3143E01,7.0,7.0,8.0,2012.0,14746.0,0.686494,1305,93.8,High
000000000057306,95,Mill Street,Monocacy Creek,Between PA 329 & 512,8.0,8.0,8.0,2019.0,900.0,0.686462,1306,93.8,High
000000000018771,61,SR 1005,MILL CREEK,3.0 MILE SOUTH OF SR 1001,7.0,7.0,5.0,1937.0,147.0,0.686454,1307,93.8,High
000000000007584,17,TRAUGERS CROSSING,GALLOWS RUN,NOCKAMIXON TWP. 2584-A4,8.0,7.0,7.0,1893.0,50.0,0.686279,1308,93.8,High
000000000029959,103,SR 1017,MILL RIFT CREEK,WSTFLL TWP 3.6M W SR 1025,7.0,8.0,8.0,1997.0,1257.0,0.686251,1309,93.8,High
000000000024015,79,SR 1036 CAVERTON R,TOBY CREEK,KINGSTON TWP JCT TR 309,7.0,8.0,5.0,1976.0,5515.0,0.686183,1310,93.8,High
000000000026640,87,T-710,STRODES RUN,0.4 MI NORTH OF SR0022,8.0,6.0,7.0,1920.0,600.0,0.686009,1311,93.8,High
000000000048663,77,SR 4007 (LR39058),JORDAN CREEK,SCHLICHER'S BRIDGE,8.0,8.0,8.0,2014.0,794.0,0.685978,1312,93.8,High
000000000054694,3,MCFARREN ST.,Nine Mile Run,094 MCFARREN ST BRIDGE,8.0,8.0,8.0,2020.0,150.0,0.685921,1313,93.7,High
000000000026292,85,Cossitt Road,Big Run,3/4-mi West of Rt 18,7.0,5.0,7.0,1962.0,89.0,0.685884,1314,93.7,High
000000000025580,83,T-362 WEST VALLEY,IRISH HOLLOW CREEK,2000' NW OF IRISH HOLLOW,7.0,7.0,5.0,1910.0,200.0,0.685793,1315,93.7,High
000000000026157,85,Clark Road,Fox Run,3/4-mi North of Rt 62,6.0,5.0,8.0,1976.0,93.0,0.685741,1316,93.7,High
000000000057470,101,ARAMINGO AVE. (SB),"SPUR A,SEPTA,GIRARD,RP B",NR.DELAWARE AVE.3591A05,8.0,8.0,8.0,2020.0,12809.0,0.685715,1317,93.7,High
000000000010547,29,SOUTH WHITFORD RD.,VALLEY CREEK,NEAR BUSINESS 30    21F12,8.0,6.0,6.0,1967.0,8447.0,0.685652,1318,93.7,High
000000000031900,111,"T539,BALTZER BR RD",STONYCREEK RIVER,1 MI.S.OF SHANKSVILLE,8.0,7.0,6.0,1989.0,50.0,0.685565,1319,93.7,High
000000000008680,21,"SR 3055,FRANKLIN S",STONY CREEK RIVER,JOHNSTOWN,6.0,5.0,7.0,1900.0,4326.0,0.685536,1320,93.7,High
000000000026334,85,Ohl Street,Shenango River,300-ft E of South 2nd St,5.0,1.0,7.0,1909.0,3024.0,0.685409,1321,93.7,High
000000000013275,39,"SR 2031,PERRY ST.",OVER THOMPSON RUN,OIL CREEK TOWNSHIP,8.0,8.0,7.0,1961.0,221.0,0.685351,1322,93.7,High
000000000004511,9,"T305, BENNETT ROAD",FIFTEENMILE CREEK,1.75 MI.S.OF ARTEMAS,7.0,5.0,5.0,1920.0,36.0,0.685212,1323,93.7,High
000000000016273,49,"SR 2024,HAYES ROAD",OVER HUBBEL RUN,AMITY TOWNSHIP,8.0,8.0,7.0,1963.0,91.0,0.685197,1324,93.7,High
000000000007558,17,FARM SCHOOL ROAD,TOHICKON CREEK,1000FT W SR611 2698-E7,8.0,7.0,6.0,1876.0,150.0,0.685192,1325,93.7,High
000000000046168,127,SR 1031 GALILEE RD,BEAVER DAM CREEK,DAMASCUS TWP 1 M N TR 371,8.0,8.0,7.0,2010.0,276.0,0.684564,1326,93.7,High
000000000032705,115,T-548  PODUNK ROAD,BUTLER CREEK,2.1 MILES EAST OF HARFORD,5.0,6.0,6.0,1968.0,75.0,0.684512,1327,93.7,High
000000000010358,29,HOLLOW ROAD,FRENCH CREEK,EAST/WEST VINCENT    13J2,7.0,6.0,5.0,1850.0,660.0,0.684425,1328,93.7,High
