STRUCTURE_NUMBER_008,COUNTY_CODE_003,FACILITY_CARRIED_007,FEATURES_DESC_006A,LOCATION_009,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,YEAR_BUILT_027,ADT_029,MODEL_DETERIORATION_RISK_SCORE,RISK_RANK,RISK_PERCENTILE,RISK_GROUP
000000000053608,79,SR 2011,GARDNERS CREEK,PLAINS TWP .2 M W SR 2026,8.0,8.0,7.0,2016.0,1172.0,0.684334,1329,93.7,High
000000000033874,121,"T-589, HARPER ROAD",OVER CHERRYTREE RUN,EAST SIDE OF KANEVILLE,7.0,8.0,4.0,1900.0,100.0,0.684223,1330,93.7,High
000000000067512,29,DOWNINGTOWN PIKE,E. BR. BRANDYWINE CREEK,WEST BRADFORD TWP.   31A9,8.0,8.0,7.0,2020.0,12126.0,0.684207,1331,93.7,High
000000000047115,91,WAMBOLD ROAD,TRIB. TO SKIPPACK CREEK,MAINLAND 3031E09,7.0,7.0,8.0,2012.0,13121.0,0.684201,1332,93.7,High
000000000040534,69,SR 8024 - RAMP,"I-81, I-84, RAMPS",DUNMORE BORO OVER I-84&81,8.0,7.0,7.0,1999.0,8357.0,0.684198,1333,93.7,High
000000000029575,99,PA 850; SR 0850,FISHING RUN,3 MI. E. OF SHERMANSDALE,8.0,8.0,7.0,1962.0,1687.0,0.684116,1334,93.6,High
000000000040924,133,SR 1021 Locust Pt.,LITTLE CONEWAGO CREEK,2 MILE S. OF STRINESTOWN,8.0,8.0,7.0,2000.0,2046.0,0.683982,1335,93.6,High
000000000037380,133,US 30; SR 0030,SR 1014,.2 MI N OF LR128,8.0,6.0,5.0,1970.0,23734.0,0.68398,1336,93.6,High
000000000052508,111,SR 2025,BLUE LICK CREEK,.5 MI W OF HAYS MILL,8.0,8.0,8.0,2015.0,750.0,0.683725,1337,93.6,High
000000000026242,85,Old Perry Highway,Black Run,2000ft South of Vaughn Rd,8.0,8.0,8.0,1986.0,24.0,0.68367,1338,93.6,High
000000000030469,105,T-302 S. WOODS RD,FIRST FORK SINNEMAHONING,0.2 MI FROM SR 3003,5.0,5.0,4.0,1950.0,60.0,0.683629,1339,93.6,High
000000000018780,61,SR 1011,MURRAYS RUN,0.1MI. E. OF CENTER UNION,6.0,7.0,7.0,1938.0,36.0,0.683601,1340,93.6,High
000000000031568,111,SR 1033,ROARING FORK CREEK,4 MI.SE. OF WINDBER,8.0,7.0,6.0,1978.0,74.0,0.683553,1341,93.6,High
000000000047509,129,Twp Road 492,Township Line Run,228' SE OF ALBRIGHTS RD,7.0,7.0,8.0,2012.0,300.0,0.683548,1342,93.6,High
000000000013467,39,T-880 (FIRTH ROAD),OVER BRITTON RUN,3 MI. NE. CENTERVILLE,7.0,8.0,6.0,1920.0,250.0,0.683507,1343,93.6,High
000000000037528,133,PA 214; SR 0214,EAST BRANCH CODORUS CREE,2 MI.S. OF DALLASTOWN,7.0,8.0,6.0,1937.0,2344.0,0.683448,1344,93.6,High
000000000013734,41,PINE GROVE RD.,MOUNTAIN CREEK,PINE GROVE FURNACE,8.0,7.0,5.0,1935.0,539.0,0.683409,1345,93.6,High
000000000067832,101,ALLENS LANE,SEPTA CHESTNUT HILL W BR,CHESTNUT HILL    3479 J01,8.0,8.0,8.0,2020.0,4007.0,0.683147,1346,93.6,High
000000000047751,3,Fancourt Street,Tenth St. Bypass,143 10th St Bypass off Ft,8.0,8.0,6.0,2012.0,6000.0,0.683146,1347,93.6,High
000000000056629,103,SR 0084 I-84 EB,YORK CREEK,BMG GRVE TWP .5M W TR 739,7.0,8.0,8.0,2019.0,8729.0,0.683126,1348,93.6,High
000000000026325,85,"BRIDGE 2303,T-388",OVER SHENANGO RIVER,"KELLY ROAD,HERMITAGE",6.0,4.0,4.0,1967.0,668.0,0.68298,1349,93.6,High
000000000016044,49,"T-490,BARGAIN RD","OVER SR 90,EB/WB",MCKEAN TOWNSHIP,8.0,6.0,7.0,1959.0,813.0,0.682948,1350,93.6,High
000000000026068,85,"SR 4022,LEECH ROAD",SANKEYS RUN,SUGAR GROVE TOWNSHIP,8.0,8.0,5.0,1961.0,556.0,0.682846,1351,93.6,High
000000000037882,133,SR 3046,YRKRAIL; MD @ PA RR W BR,HIGHLAND AVE IN WEST YORK,7.0,8.0,7.0,1958.0,3776.0,0.682652,1352,93.6,High
000000000008637,21,SR 3023(JOHNS ST.),LITTLE CONEMAUGH RIVER,JOHNSTOWN,7.0,8.0,7.0,1926.0,1359.0,0.68264,1353,93.6,High
000000000011919,33,ONTARIO ST (T-512),BENNETT BRANCH,200FT E OF T518,8.0,7.0,4.0,1915.0,25.0,0.682524,1354,93.6,High
000000000018691,61,PA 655,SPRING CREEK,0.1 MILE SOUTH OF PA 994,5.0,6.0,7.0,1934.0,1020.0,0.682435,1355,93.5,High
000000000026303,85,East Gilmore Road,Wolf Creek East Branch,1-mi East of Rt 173,6.0,5.0,4.0,1959.0,538.0,0.682421,1356,93.5,High
000000000070351,69,T-304 (PLANK ROAD),Lehigh River,CLIFTON TWP 1 MI SW I-380,8.0,8.0,8.0,2021.0,40.0,0.682401,1357,93.5,High
000000000020629,69,SR 0438 TR 438,SOUTH BR TUNKHANNOCK CRK,SCOTT TWP .5 M E I-81,6.0,7.0,6.0,1931.0,1022.0,0.682384,1358,93.5,High
000000000026130,85,Black Road,French Creek Branch,1/2mi NE of Snake Road,7.0,7.0,6.0,1905.0,20.0,0.682365,1359,93.5,High
000000000053500,5,Airport Rd SR 2057,Carnahan Run,Laurel Point,8.0,9.0,9.0,2016.0,449.0,0.682297,1360,93.5,High
000000000024214,79,SR 3016 TANK RD,SR 0080 I-80 WB,NESCOPECK TWP OVR I-80 WB,6.0,7.0,6.0,1965.0,143.0,0.682269,1361,93.5,High
000000000068516,61,SOUTH MOORE AVENUE,Hill Valley Creek,BOROUGH OF MOUNT UNION,8.0,8.0,8.0,2021.0,50.0,0.682201,1362,93.5,High
000000000032285,115,SR 0171 TR 171,TRIB SUSQUEHANNA RIVER,GREAT BND TP .2M N SR1027,8.0,7.0,7.0,1991.0,2229.0,0.6822,1363,93.5,High
000000000004513,9,"T317,MOUNTAIN ROAD",FIFTEENMILE CREEK,.1 MI.E.OF ARTEMAS,7.0,4.0,4.0,1940.0,41.0,0.681872,1364,93.5,High
000000000004492,9,"T578,Fish Hatchery",DUNNING CREEK,3 MI.W.OF OSTERBURG,6.0,7.0,7.0,1883.0,100.0,0.681742,1365,93.5,High
000000000047014,29,LENAPE ROAD,BENNETT'S RUN POND,.5 MI. N. U.S. 1    40B12,8.0,8.0,7.0,2011.0,16843.0,0.681612,1366,93.5,High
000000000047765,127,SR 3024 MIDL CK RD,MIDDLE CREEK,CHERRY RIDGE 50'W SR 3039,8.0,8.0,7.0,2012.0,161.0,0.681533,1367,93.5,High
000000000020852,69,T303 PLANK RD WEST,LEHIGH RIVER,"CLIFTON, .5 MI E SR 2013",7.0,4.0,4.0,1956.0,40.0,0.681503,1368,93.5,High
000000000054691,131,SR 1009,OXBOW CREEK,LEMON TWP .5 M N TR 92,8.0,8.0,7.0,2017.0,423.0,0.681454,1369,93.5,High
000000000012973,39,"SR 77,STATE STREET",OVER BRITTON RUN,SPARTA TOWNSHIP,7.0,8.0,8.0,1982.0,1282.0,0.681447,1370,93.5,High
000000000026155,85,Hosack Road,Yellow Creek Branch,3/4-mi S of Fox Mine Rd,6.0,1.0,4.0,1965.0,241.0,0.681412,1371,93.5,High
000000000030452,105,T-300 TOAD HLLW RD,OSWAYO CREEK,1000 FT SE OF SR 244,8.0,8.0,7.0,1910.0,50.0,0.681394,1372,93.5,High
000000000046195,27,T-461 Fairview Rd,Little Marsh Creek,375 ft SE of SR 1002,8.0,7.0,5.0,1965.0,100.0,0.68126,1373,93.5,High
000000000024215,79,SR 3016 TANK RD,SR 0080 I-80 EB,NESCOPECK TWP OVR I-80 EB,6.0,7.0,6.0,1965.0,143.0,0.681219,1374,93.5,High
000000000013024,39,"SR 79,NB","OVER SR 1008,IRISH ROAD",CUSSEWAGO TOWNSHIP,8.0,6.0,6.0,1969.0,8249.0,0.681164,1375,93.5,High
000000000006583,15,T537 TAYLOR SCH RD,SUGAR CREEK,1.1 MI. EAST OF SYLVANIA,9.0,5.0,6.0,1977.0,100.0,0.681143,1376,93.4,High
000000000048292,127,RCK LK RD T-724,EQUINUNK CREEK,255 FT S. EQUIN. CK.  RD.,8.0,8.0,7.0,2013.0,250.0,0.681138,1377,93.4,High
000000000035835,127,BOYCE ROAD,HOLLISTER CREEK,.1 MI S OF SR 1016,6.0,2.0,4.0,1950.0,20.0,0.681032,1378,93.4,High
000000000024124,79,SR 2035 SUSCON RD,I-81 SR 0081 NB & SB,PITTSTON TP OVR I81 NB&SB,6.0,6.0,7.0,1963.0,7730.0,0.68101,1379,93.4,High
000000000047726,121,"SR 8,MCCLINTOCK BR",OIL CREEK,CORNPLANTER TWP.,8.0,8.0,8.0,2012.0,4297.0,0.680747,1380,93.4,High
000000000070341,49,T-300 ETTER ROAD,E Br LeBoeuf Creek,3/4 MI N OF BROWN RD,8.0,8.0,8.0,2024.0,96.0,0.680543,1381,93.4,High
000000000022762,75,SR 2014 Furnace rd,TRIB MILL CREEK,SHERIDAN,8.0,8.0,6.0,1937.0,192.0,0.680524,1382,93.4,High
000000000068104,133,CHESTNUT GROVE RD,STONY RUN,NE DILLSBURG/STONY RUN,8.0,8.0,8.0,2021.0,961.0,0.680393,1383,93.4,High
000000000037218,131,SR 1027,WILLOW BROOK,NICHOLSN TWP .5 M W TR 92,8.0,8.0,6.0,1953.0,63.0,0.680389,1384,93.4,High
000000000041243,123,SR 958,OVER LT.BROKENSTRAW CK.,FREEHOLD TOWNSHIP,8.0,8.0,8.0,2001.0,556.0,0.680374,1385,93.4,High
000000000032701,115,T798 SHADOW BK. DR,SNAKE CREEK,4 MILES WEST OF HALLSTEAD,6.0,7.0,7.0,1903.0,75.0,0.680308,1386,93.4,High
000000000033606,119,T-383  CTY BR 19,RAPID RUN,1 MI. NWW OF FOREST HILL,9.0,9.0,7.0,1935.0,108.0,0.680295,1387,93.4,High
000000000035853,127,TWP RTE T550,BIG BROOK,DYBERRY BRIDGE,6.0,6.0,6.0,1905.0,40.0,0.680271,1388,93.4,High
000000000054616,41,T-520 Zion Road,Yellow Breeches Creek,3N Mt. Holl Springs/S.Mdd,7.0,7.0,8.0,2017.0,2073.0,0.680248,1389,93.4,High
000000000007624,17,LONELY COTTAGE RD.,BEAVER CREEK,BRIDGETON TWP.   2584-K5,8.0,8.0,7.0,1961.0,280.0,0.68018,1390,93.4,High
000000000048638,131,SR 0307 TR 307,OSTERHOUT CREEK,TUNKHANK TWP .1 M E TR 92,8.0,7.0,7.0,2014.0,2004.0,0.680119,1391,93.4,High
000000000024262,79,SR 4001,BRANCH HUNLOCK CREEK,PLYMOUTH TP 2.6M N SR4016,7.0,8.0,7.0,1930.0,206.0,0.679985,1392,93.4,High
000000000054106,1,Carlisle Road,OPOSSUM CREEK,4 MI N OF BIGLERVILLE,9.0,9.0,8.0,2018.0,2740.0,0.679896,1393,93.4,High
000000000016419,49,"T-390,SOUTH CREEK",HALLS RUN,850' SE OF DRURY ROAD,8.0,6.0,5.0,1972.0,846.0,0.67988,1394,93.4,High
000000000020714,69,SR 2005 MARKET ST,ROARING BROOK,MOSCOW BORO 713' N TR 690,7.0,8.0,7.0,1958.0,1347.0,0.67985,1395,93.4,High
000000000044508,127,SR 3020 LK QUIN RD,OUTLET QUINSIGAMUND LAKE,S CANAAN .3 M W SR 3018,8.0,8.0,7.0,2008.0,468.0,0.679716,1396,93.4,High
000000000046823,1,SR 3001; BUS. 15,MARSH CREEK,.5 MI S OF GREENMOUNT,8.0,7.0,8.0,2011.0,1596.0,0.679648,1397,93.3,High
000000000005013,11,SR 1026(LR 664),BIEBER CREEK,1 MI.SO.OF LOBACHSVILLE,8.0,7.0,7.0,1961.0,557.0,0.679612,1398,93.3,High
000000000015752,47,T-368 HORNER ROAD,W BRANCH CLARION RIVER,600FT WEST OF US219 INTER,5.0,5.0,6.0,1930.0,50.0,0.67959,1399,93.3,High
000000000054759,79,SR 4007,SHICKSHINNY CREEK,UNION TWP 118' E TR 239,8.0,8.0,7.0,2017.0,1653.0,0.679583,1400,93.3,High
000000000041318,123,"T-326,JINKS ROAD",OVER WHITNEY RUN,SPRING CREEK TOWNSHIP,7.0,8.0,7.0,1926.0,75.0,0.679564,1401,93.3,High
000000000014724,43,"ORANGE,T-601",WICONISCO CREEK,W OF WMTWN BORO/WICONISCO,8.0,8.0,5.0,1987.0,200.0,0.67924,1402,93.3,High
000000000021101,71,US 222 Southbound,SR1013 Pleas. Valley Rd.,SE OF EPHRATA,8.0,6.0,6.0,1970.0,31602.0,0.679105,1403,93.3,High
000000000067937,21,16TH STREET,W. Br. Susquehanna River,16th St N Cambria Boro,8.0,8.0,8.0,2020.0,103.0,0.679065,1404,93.3,High
000000000005859,13,SR 4018,RIGGLES GAP RUN,.5 MI.W.OF PINECROFT,7.0,7.0,5.0,1931.0,1538.0,0.678994,1405,93.3,High
000000000026112,85,Oakland Road,Otter Creek,1/2-mi N of Scrubgrass Rd,5.0,5.0,6.0,1965.0,568.0,0.678966,1406,93.3,High
000000000053649,43,SR3026;Elmerton Av,I-83; SR 0083 NB/SB,0.2 Mi N of Ex 50 (US-22),8.0,8.0,7.0,2016.0,3789.0,0.678918,1407,93.3,High
000000000027463,91,MID-COUNTY EXWY.SB,MONTGOMERY AVENUE,L. MERION  35A06 (3477-F2,6.0,6.0,7.0,1974.0,48871.0,0.678879,1408,93.3,High
000000000010784,29,RESERVOIR ROAD,TRIB TO CHESTER CREEK,0.5 Mi N of PA-3  3584-C5,8.0,8.0,7.0,1920.0,1575.0,0.678812,1409,93.3,High
000000000048853,3,T-662,PA TPK (I-76),West of Allegheny Val Int,8.0,8.0,7.0,2013.0,200.0,0.678474,1410,93.3,High
000000000044098,115,T356(JENNINGS RD.),MESHOPPEN CREEK,3 MILES S. OF SPRINGVILLE,7.0,7.0,7.0,1890.0,50.0,0.678467,1411,93.3,High
000000000015746,47,T-410 REDWOOD AVE.,BENNETT BR SINNEMAHONING,850 FT EAST OF PA555,7.0,8.0,5.0,1920.0,300.0,0.678464,1412,93.3,High
000000000017244,53,"SR 3004,LT.HICKORY",OVER LITTLE HICKORY CK,HICKORY TOWNSHIP,8.0,6.0,6.0,1993.0,178.0,0.678244,1413,93.3,High
000000000068213,3,RAMP 79S_576E,PA TPK (0576),South Fayette Twp,8.0,8.0,8.0,2020.0,0.0,0.678104,1414,93.3,High
000000000024135,79,SR2041 MDDLEBRG RD,WRIGHT CREEK,DENNISON TWP 2 M N TR 940,7.0,8.0,7.0,1954.0,1344.0,0.678026,1415,93.3,High
000000000006937,17,RICHLANDTOWN PIKE,TOHICKON CREEK,1.5MI.LR 09085     08B13,8.0,5.0,6.0,1964.0,4987.0,0.677916,1416,93.3,High
000000000002085,3,PA TURNPIKE RAMP F,SR 1001 NB,ALLEGHENY VAL.INT. RAMP F,8.0,7.0,7.0,1952.0,33531.0,0.677896,1417,93.3,High
000000000018606,61,PA 26,HERODS RUN,2.2 MILE NORTH OF SR 1019,7.0,6.0,7.0,1931.0,2095.0,0.677803,1418,93.2,High
000000000048395,131,SR 4002,LITTLE MEHOOPANY CREEK,MEHOOPANY TP 1.3 MW TR 87,8.0,7.0,7.0,2013.0,848.0,0.677744,1419,93.2,High
000000000057305,55,Montgomery Trail,Trout Run,Lurgan Twp,8.0,8.0,8.0,2019.0,30.0,0.67763,1420,93.2,High
000000000020850,69,T-474/ROWLANDS RD.,SO BR TUNKHANNOCK CREEK,BENT. TWP 200 FT SO TR438,6.0,6.0,4.0,1895.0,30.0,0.67763,1421,93.2,High
000000000034301,123,RAMP B FROM US 6,OVER IRVINE RUN,BROKENSTRAW TOWNSHIP,8.0,7.0,7.0,1968.0,313.0,0.677585,1422,93.2,High
000000000037077,131,SR 0006 TR 6,TUNKHANNOCK CREEK,TUNKHNNCK TWP .3M E TR 92,8.0,6.0,7.0,1954.0,7292.0,0.677496,1423,93.2,High
000000000053848,65,Colonel Drake Hw,CANOE CREEK,CLOE NO.1,9.0,8.0,8.0,2018.0,3665.0,0.677446,1424,93.2,High
000000000046315,101,RAMP F,KELLY DRIVE N.B.,GUSTINE LAKE INT. 3479H08,8.0,7.0,8.0,2011.0,6623.0,0.67744,1425,93.2,High
000000000004465,9,"T575,COLD SPRNG RD",SIX MILE RUN,COALDALE,8.0,8.0,7.0,1937.0,88.0,0.67726,1426,93.2,High
000000000042035,123,"SR 6,GRAND ARMY HY",OVER LITTLE BROKENSTRAW,PITTSFIELD TOWNSHIP,8.0,8.0,7.0,2003.0,2598.0,0.677229,1427,93.2,High
000000000018770,61,T504 MILL CRK HOLL,MILL CREEK,3.4 MI.S.SR1001,7.0,8.0,7.0,1938.0,147.0,0.677213,1428,93.2,High
000000000020857,69,T-309 FOURTH ST,LEHIGH RIVER,CLIFTON 1/4 MI N OF SR507,6.0,4.0,4.0,1950.0,300.0,0.677011,1429,93.2,High
000000000032527,115,SR 2029,LITTLE CREEK,CLIFFORD TP .1M E SR 2027,8.0,8.0,7.0,1953.0,161.0,0.676947,1430,93.2,High
000000000031850,111,"T-353, MOSER ROAD",CASSELMAN RIVER,2 MI.NE.OF SALISBURY,7.0,6.0,7.0,1900.0,50.0,0.676925,1431,93.2,High
000000000016219,49,"SR 1013,WILLIAMS R",OVER SR 86 EB & WB,GREENFIELD TOWNSHIP,8.0,7.0,7.0,1985.0,220.0,0.676692,1432,93.2,High
000000000047080,91,Smith Road,Swamp Creek,1.9 Mi E PA-100   2915-E9,8.0,8.0,8.0,2011.0,400.0,0.676639,1433,93.2,High
000000000048354,13,PA 164,CLOVER CREEK,FREDRICKSBURG,8.0,8.0,7.0,2013.0,3822.0,0.67662,1434,93.2,High
000000000020518,69,SR 0106 TR 106,FALL BROOK,FELL TWP .5 M S SR 1009,7.0,8.0,7.0,1959.0,3182.0,0.676502,1435,93.2,High
000000000029331,97,FERRY ROAD,FIDLERS RUN,0.5 MI S OF HERNDON,6.0,5.0,5.0,1960.0,150.0,0.676328,1436,93.2,High
000000000005734,13,SR 2011,CLOVER CREEK,2 MI.S.OF WILLIAMSBURG,5.0,6.0,7.0,1952.0,1279.0,0.676292,1437,93.2,High
000000000018806,61,T312 PLEASANT HILL,LITTLE AUGHWICK CREEK,1.25 MI.N.OF DECORUM,7.0,8.0,7.0,1937.0,143.0,0.676253,1438,93.2,High
000000000014356,43,PA 283 WB; SR 0300,PENNA TURNPIKE  I-76,2 MI. N.E. OF MIDDLETOWN,8.0,8.0,7.0,1969.0,20004.0,0.676178,1440,93.1,High
000000000014354,43,PA 283 EB; SR 0300,PENNA TURNPIKE I-76,2 MI. E. MIDDLETOWN,8.0,8.0,7.0,1969.0,17423.0,0.676178,1439,93.1,High
000000000009835,27,T-325 GORTON ROAD,BLACK MOSHANNON CREEK,7400 FT SW INT SR 144,8.0,8.0,6.0,1975.0,50.0,0.676139,1441,93.1,High
000000000026120,85,Branch Road,North Deer Creek,200ft South of Sunol Rd,8.0,8.0,8.0,1990.0,31.0,0.676047,1442,93.1,High
000000000054118,1,BALTIMORE PIKE,ALLOWAY CREEK,1 MI NW OF LITTLESTOWN,9.0,9.0,8.0,2018.0,8082.0,0.675908,1443,93.1,High
000000000018745,61,PA 994,"RAYSTOWN LAKE,COFFEE RUN",1.1 MILE EAST OF SR 3009,7.0,7.0,7.0,1973.0,1285.0,0.675854,1444,93.1,High
000000000004496,9,"T539,St Paul Ch Rd",YELLOW CREEK,1 MI.SE.OF YELLOW CREEK,7.0,7.0,7.0,1884.0,45.0,0.675842,1445,93.1,High
000000000026079,85,N. Mill Road,Coolsprings Creek,200ft SW of Forrester Rd,7.0,7.0,8.0,1984.0,78.0,0.675838,1446,93.1,High
000000000068929,133,School House Rd,Davidsburg Run,2.9W DOVER/DAVIDSBURG RUN,8.0,8.0,8.0,2024.0,228.0,0.675812,1447,93.1,High
000000000037078,131,SR 0006 TR 6,TUNKHANNOCK CREEK,TUNKHANNCK T .5M E SR2035,8.0,6.0,7.0,1956.0,7303.0,0.675772,1448,93.1,High
000000000042321,79,WEST LAKE ROAD,TENMILE RUN,1 MILE NORTH OF SR 115,7.0,6.0,6.0,1960.0,5.0,0.675728,1449,93.1,High
000000000045560,81,T-343,PINE RUN,1.8 MI ESE OF LARRY'S CRK,9.0,9.0,8.0,2009.0,150.0,0.675726,1450,93.1,High
000000000053802,51,PALMER RD(SR 3013),MIDDLE RUN,GERMAN TOWNSHIP,8.0,9.0,9.0,2017.0,209.0,0.675584,1451,93.1,High
000000000069679,109,SR 522,Over Mitchell Run,11 MI W OF MIDDLEBURG,9.0,8.0,8.0,2024.0,4802.0,0.675556,1452,93.1,High
000000000005347,11,GROVE ROAD,IRISH CREEK,NW OF DAUBERVILLE,8.0,8.0,7.0,1959.0,538.0,0.675546,1453,93.1,High
000000000042704,71,SCHOOLHOUSE RD,LITTLE CONESTOGA CREEK,1/2 MILE SOUTH OF SR 462,8.0,8.0,7.0,2003.0,6300.0,0.675411,1454,93.1,High
000000000029859,103,SR 0084 I-84 EB,SR 2017,MILFORD TWP OVER SR 2017,7.0,7.0,7.0,1969.0,9358.0,0.675282,1455,93.1,High
000000000053666,21,PA 36,CHEST CREEK,PATTON BOROUGH,7.0,8.0,8.0,2016.0,5406.0,0.675197,1456,93.1,High
000000000007522,17,OLD JACKSONVILLE,LITTLE NESHAMINY CREEK,1 Mi N SR332 ADC 3148-E2,8.0,7.0,6.0,1933.0,200.0,0.674984,1457,93.1,High
000000000055966,129,SR 4033,PA TPK (I-76),NEAR MURRYSVILLE,8.0,7.0,8.0,2018.0,2981.0,0.674975,1458,93.1,High
000000000037529,133,PA 214; SR 0214,BARSHINGER CREEK,2 MI EAST OF LOGANVILLE,7.0,8.0,6.0,1946.0,3612.0,0.674941,1459,93.1,High
000000000029861,103,SR 0084 I-84 WB,SR 2017,MILFORD TWP OVER SR 2017,7.0,7.0,7.0,1969.0,9629.0,0.674865,1460,93.0,High
000000000014346,43,PA 283; SR 0300,I-283; SR 0283,1 MI N HIGHSPIRE,8.0,7.0,7.0,1969.0,60061.0,0.674824,1461,93.0,High
000000000056008,21,PA 403 CENTRAL AVE,STONYCREEK RIVER,0.1 MILE NORTH OF PA 756,7.0,8.0,8.0,2018.0,5082.0,0.674788,1462,93.0,High
000000000029343,97,T-393,HALLOWING RUN,S OF SUNBURY,6.0,1.0,6.0,1904.0,25.0,0.674743,1463,93.0,High
000000000033651,121,"SR 8,R C FRAME HWY","OVER T-370,SANDY CREEK",VICTORY TOWNSHIP,8.0,8.0,8.0,1975.0,3032.0,0.674411,1464,93.0,High
000000000018828,61,SR 2016,OLD WOMANS RUN,1.5 MI.N.OF ROCKHILL,7.0,7.0,7.0,1967.0,577.0,0.674378,1465,93.0,High
000000000005022,11,COVERED BRIDGE RD,MANATAWNY CREEK,PLEASANTVILLE,7.0,7.0,7.0,1852.0,1654.0,0.674368,1466,93.0,High
000000000008360,21,PA 36,CLEARFIELD CREEK,ASHVILLE,7.0,6.0,7.0,1948.0,3466.0,0.674367,1467,93.0,High
000000000026616,87,T-458 TAYLOR MILL,KISHACOQUILLAS CREEK,4500FT S INT T458 & SR655,6.0,7.0,4.0,1900.0,80.0,0.674363,1468,93.0,High
000000000034161,123,"SR 3007,COBHAM STA",OVER BROKENSTRAW CREEK,PITTSFIELD TOWNSHIP,7.0,7.0,8.0,1988.0,775.0,0.674328,1469,93.0,High
000000000031537,111,SR 1011,TR.WELLS CREEK,LISTIE,8.0,8.0,6.0,1941.0,363.0,0.674241,1470,93.0,High
000000000034275,123,"T-306,MOUNT HOPE R",OVER PINE CREEK,SOUTHWEST TOWNSHIP,6.0,7.0,4.0,1907.0,50.0,0.674219,1471,93.0,High
000000000067876,3,Unity Center Road,PA TPK (I-76),NEAR PENN HILLS,8.0,8.0,8.0,2019.0,4396.0,0.674135,1472,93.0,High
000000000023770,79,SR 0081 I-81 NB,TR 315 AIRPORT RD,AVOCA BORO @ EXIT 178,7.0,6.0,7.0,1966.0,34247.0,0.674024,1473,93.0,High
000000000018746,61,PA 994,RAYSTOWN LAKE-MAIN CHAN.,1.9 MILE EAST OF SR 3009,7.0,7.0,7.0,1973.0,1285.0,0.673927,1474,93.0,High
000000000000177,1,Stoney Point Rd,Mud Run,1.5 MI S OF BERMUDIAN,8.0,8.0,7.0,1962.0,2447.0,0.673915,1475,93.0,High
000000000016267,49,"SR 2020,WSHNGTN.ST",OVER FRENCH CREEK S BR,CONCORD TOWNSHIP,6.0,7.0,8.0,1962.0,1305.0,0.67391,1476,93.0,High
000000000048979,69,SR 0435 TR 435,SR 0348 TR 348,ROARING BRK TP OVR TR 348,8.0,8.0,7.0,2014.0,6350.0,0.673897,1477,93.0,High
000000000008951,23,T-356 WAS T-355,WYKOFF RUN,1000FT EAST OF SR 2001 IN,8.0,8.0,6.0,1985.0,60.0,0.67386,1478,93.0,High
000000000037919,133,SR 3070 blk rk.rd.,LAKE MARBURG,2.5 MILE SE OF HANOVER,5.0,8.0,7.0,1967.0,3216.0,0.673826,1479,93.0,High
000000000046255,53,"SR 4004, German Hi",OVER ROSS RUN BRANCH,KINGSLEY TOWNSHIP,8.0,7.0,8.0,2010.0,161.0,0.67374,1480,93.0,High
000000000031902,111,"T-568, BOONE ROAD",BOONE RUN,3.5 MI.W.OF SHANKSVILLE,6.0,6.0,7.0,1930.0,25.0,0.673709,1481,92.9,High
000000000007302,17,BRISTOL ROAD,MILL CREEK,.5MI.NORTH PA-532  36A12,8.0,8.0,7.0,1963.0,4086.0,0.673473,1482,92.9,High
000000000002411,3,FORBES AV,"CSX RR, BOUNDARY ST",034 Forbes Ave Bridge,5.0,7.0,7.0,1900.0,8722.0,0.673338,1483,92.9,High
000000000056882,133,MILFORD GREEN ROAD,N Branch Bermudian Creek,0.3 MI W KRALLTOWN/AIRPRT,8.0,8.0,8.0,2019.0,119.0,0.673298,1484,92.9,High
000000000031888,111,"T666, LENHART ROAD",STONYCREEK RIVER,.3 MI.SE.OF STOYSTOWN,5.0,4.0,6.0,1887.0,75.0,0.673264,1485,92.9,High
000000000054611,99,FRONT ST.,WILDCAT CREEK,LIVERPOOL,8.0,8.0,8.0,2017.0,291.0,0.673243,1486,92.9,High
000000000067905,21,SR 3015,LITTLE PAINT CREEK,0.1 MI N OF CAM./SOM. CO,7.0,8.0,8.0,2020.0,1821.0,0.673171,1487,92.9,High
000000000018536,59,T-578 LEMLEY HILL,LITTLE SHANNON RUN,100' S OF SHANNON RUN RD,7.0,5.0,4.0,1930.0,30.0,0.673142,1488,92.9,High
000000000067663,111,PA 31,TR.STONY CREEK,0.9 MILES WEST OF SR 160,8.0,8.0,8.0,2022.0,1766.0,0.673009,1489,92.9,High
000000000017087,51,T385 BARTON HOLLOW,MOUNTAIN CREEK TRIB,500 FT NE OF MUD PIKE RD,5.0,4.0,6.0,1930.0,150.0,0.672824,1490,92.9,High
000000000068205,3,PA TPK 0576,"SR 50, Millers Road",South Fayette Twp,8.0,8.0,8.0,2017.0,10538.0,0.672812,1491,92.9,High
000000000068208,3,PA TPK 0576,"SR 50, Millers Road",South Fayette Twp,8.0,8.0,8.0,2017.0,10538.0,0.672812,1492,92.9,High
000000000045635,21,SR 1036,HOWELLS RUN @LAKE ROWENA,0.15 MILE WEST FROM US 22,7.0,8.0,8.0,2009.0,11649.0,0.672733,1493,92.9,High
000000000032320,115,SR 0367 TR 367,TUSCARORA CREEK,AUBURN TWP 230' N SR 3005,8.0,8.0,7.0,1948.0,392.0,0.672682,1494,92.9,High
